ERREUR;"-06.7
";"-11.5
";"-00.9
";"-05.4
";"+10.9
";"034
";2019-05-22 09:39:10
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-05.4
";"+10.8
";"034
";2019-05-22 09:39:20
"+28.2
";"-06.7
";"-11.2
";"-00.6
";"-06.1
";"+10.8
";"034
";2019-05-22 09:39:30
"+28.2
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+10.8
";"034
";2019-05-22 09:39:41
"+28.2
";"-06.7
";"-11.5
";"-00.6
";"-06.4
";"+10.9
";"034
";2019-05-22 09:39:51
"+28.2
";"-06.7
";"-11.5
";"-00.6
";"-05.1
";"+10.8
";"034
";2019-05-22 09:40:01
"+28.2
";"-06.7
";"-11.2
";"-00.6
";"-05.4
";"+10.9
";"034
";2019-05-22 09:40:11
"+28.2
";"-06.7
";"-11.2
";"-00.9
";"-06.1
";"+10.9
";"034
";2019-05-22 09:40:21
"+28.3
";"-06.7
";"-11.2
";"-00.9
";"-05.7
";"+10.9
";"034
";2019-05-22 09:40:32
"+28.2
";"-06.7
";"-11.5
";"-00.6
";"-06.7
";"+10.9
";"034
";2019-05-22 09:40:42
"+28.2
";"-06.7
";"-11.2
";"-00.6
";"-06.1
";"+10.8
";"034
";2019-05-22 09:40:52
"+28.1
";"-06.7
";"-11.2
";"-00.6
";"-05.7
";"+10.8
";"034
";2019-05-22 09:41:02
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-06.4
";"+10.8
";"034
";2019-05-22 09:41:12
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-06.7
";"+10.8
";"034
";2019-05-22 09:41:23
"+28.1
";"-06.7
";"-11.2
";"-00.6
";"-06.1
";"+10.8
";"034
";2019-05-22 09:41:33
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-04.8
";"+10.8
";"034
";2019-05-22 09:41:43
"+28.1
";"-06.7
";"-11.2
";"-00.9
";"-05.1
";"+10.8
";"034
";2019-05-22 09:41:53
"+28.2
";"-06.7
";"-11.2
";"-00.3
";"-05.1
";"+10.8
";"034
";2019-05-22 09:42:04
"+28.1
";"-06.7
";"-11.5
";"-00.3
";"-05.7
";"+11.2
";"035
";2019-05-22 09:42:14
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+11.2
";"035
";2019-05-22 09:42:24
"+28.1
";"-06.7
";"-11.5
";"-00.3
";"-05.7
";"+10.8
";"034
";2019-05-22 09:42:34
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-06.4
";"+10.8
";"034
";2019-05-22 09:42:44
"+28.1
";"-06.7
";"-11.2
";"-00.6
";"-05.7
";"+10.8
";"034
";2019-05-22 09:42:55
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-06.1
";"+10.8
";"034
";2019-05-22 09:43:05
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+10.8
";"034
";2019-05-22 09:43:15
"+28.2
";"-06.7
";"-11.2
";"-00.6
";"-05.1
";"+10.8
";"034
";2019-05-22 09:43:25
"+28.1
";"-06.7
";"-11.2
";"-00.9
";"-05.1
";"+10.8
";"034
";2019-05-22 09:43:35
"+28.1
";"-06.7
";"-11.2
";"-00.6
";"-05.4
";"+10.8
";"034
";2019-05-22 09:43:46
"+28.1
";"-06.7
";"-11.2
";"-00.6
";"-05.1
";"+10.8
";"034
";2019-05-22 09:43:56
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-06.1
";"+10.8
";"034
";2019-05-22 09:44:06
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-06.1
";"+10.8
";"034
";2019-05-22 09:44:16
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-05.4
";"+10.8
";"034
";2019-05-22 09:44:26
"+28.1
";"-06.7
";"-11.2
";"-00.6
";"-05.7
";"+10.7
";"034
";2019-05-22 09:44:37
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+10.7
";"034
";2019-05-22 09:44:47
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-06.4
";"+10.8
";"034
";2019-05-22 09:44:57
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-06.1
";"+10.7
";"034
";2019-05-22 09:45:07
"+28.1
";"-06.7
";"-11.5
";"-00.9
";"-05.1
";"+10.8
";"034
";2019-05-22 09:45:17
"+28.1
";"-06.7
";"-11.2
";"-00.6
";"-05.1
";"+10.8
";"034
";2019-05-22 09:45:28
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-05.4
";"+10.8
";"034
";2019-05-22 09:45:38
"+28.1
";"-06.7
";"-11.2
";"-00.6
";"-05.4
";"+10.8
";"034
";2019-05-22 09:45:48
"+28.1
";"-06.7
";"-11.2
";"-00.9
";"-05.7
";"+10.8
";"034
";2019-05-22 09:45:58
"+28.1
";"-06.7
";"-11.2
";"-00.6
";"-05.7
";"+10.8
";"034
";2019-05-22 09:46:08
"+28.1
";"-06.7
";"-11.5
";"-00.6
";"-06.1
";"+10.7
";"034
";2019-05-22 09:46:19
"+28.0
";"-06.7
";"-11.5
";"-00.6
";"-06.1
";"+10.7
";"034
";2019-05-22 09:46:29
"+28.0
";"-06.7
";"-11.5
";"-00.6
";"-05.1
";"+10.7
";"034
";2019-05-22 09:46:39
"+28.0
";"-06.7
";"-11.5
";"-00.6
";"-05.1
";"+10.7
";"034
";2019-05-22 09:46:49
"+28.1
";"-06.7
";"-11.2
";"-00.9
";"-06.1
";"+11.2
";"035
";2019-05-22 09:46:59
"+28.0
";"-06.7
";"-11.5
";"-00.3
";"-05.4
";"+10.7
";"034
";2019-05-22 09:47:10
"+28.0
";"-06.7
";"-11.5
";"-00.6
";"-06.4
";"+10.7
";"034
";2019-05-22 09:47:20
"+28.1
";"-06.7
";"-11.5
";"-00.3
";"-06.1
";"+10.7
";"034
";2019-05-22 09:47:30
"+28.0
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+10.7
";"034
";2019-05-22 09:47:40
"+28.1
";"-06.7
";"-11.2
";"-00.6
";"-05.7
";"+10.7
";"034
";2019-05-22 09:47:51
ERREUR;"-06.7
";"-11.9
";"-00.6
";"-06.1
";"+10.9
";"035
";2019-05-22 10:09:26
"+27.7
";"-06.7
";"-11.2
";"-00.6
";"-06.4
";"+10.9
";"035
";2019-05-22 10:09:37
"+27.7
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+11.3
";"036
";2019-05-22 10:09:47
"+27.7
";"-06.7
";"-11.5
";"-00.9
";"-05.7
";"+10.9
";"035
";2019-05-22 10:09:57
"+27.7
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+10.9
";"035
";2019-05-22 10:10:08
"+27.8
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+10.9
";"035
";2019-05-22 10:10:18
"+27.8
";"-06.7
";"-11.5
";"-00.3
";"-05.4
";"+10.9
";"035
";2019-05-22 10:10:28
"+27.8
";"-06.7
";"-11.2
";"-00.9
";"-05.4
";"+10.9
";"034
";2019-05-22 10:10:38
"+27.7
";"-06.7
";"-11.5
";"-00.6
";"-06.4
";"+10.9
";"034
";2019-05-22 10:10:50
"+27.8
";"-06.7
";"-11.5
";"-00.6
";"-06.7
";"+11.0
";"035
";2019-05-22 10:11:00
"+27.9
";"-06.7
";"-11.5
";"-00.6
";"-06.7
";"+11.0
";"035
";2019-05-22 10:11:10
"+27.9
";"-06.7
";"-11.2
";"-00.6
";"-06.1
";"+10.6
";"034
";2019-05-22 10:11:20
"+27.9
";"-06.7
";"-11.5
";"-00.6
";"-05.1
";"+11.0
";"035
";2019-05-22 10:11:33
"+27.9
";"-06.7
";"-11.5
";"-00.6
";"-06.1
";"+10.6
";"034
";2019-05-22 10:11:44
"+27.9
";"-06.7
";"-11.5
";"-00.6
";"-06.1
";"+10.6
";"034
";2019-05-22 10:11:54
"+28.0
";"-06.7
";"-11.2
";"-00.6
";"-06.1
";"+10.6
";"034
";2019-05-22 10:12:04
"+28.0
";"-06.7
";"-11.5
";"-00.6
";"-05.4
";"+10.7
";"034
";2019-05-22 10:12:14
"+27.9
";"-06.7
";"-11.5
";"-00.6
";"-06.4
";"+10.6
";"034
";2019-05-22 10:12:24
"+27.9
";"-06.7
";"-11.2
";"-00.6
";"-05.7
";"+10.6
";"034
";2019-05-22 10:12:35
"+27.9
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+10.6
";"034
";2019-05-22 10:12:45
"+27.8
";"-06.7
";"-11.2
";"-00.9
";"-05.7
";"+10.6
";"034
";2019-05-22 10:12:55
"+27.8
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+10.5
";"034
";2019-05-22 10:13:05
"+27.9
";"-06.7
";"-11.5
";"-00.9
";"-06.1
";"+10.6
";"034
";2019-05-22 10:13:17
"+27.9
";"-06.7
";"-11.5
";"-00.9
";"-05.4
";"+10.6
";"034
";2019-05-22 10:13:27
"+27.9
";"-06.7
";"-11.5
";"-00.6
";"-05.4
";"+10.6
";"034
";2019-05-22 10:13:37
"+27.9
";"-06.7
";"-11.5
";"-00.6
";"-05.4
";"+10.6
";"034
";2019-05-22 10:13:48
"+28.0
";"-06.7
";"-11.5
";"-00.6
";"-06.1
";"+10.7
";"034
";2019-05-22 10:13:58
"+28.0
";"-06.7
";"-11.5
";"-00.6
";"-05.7
";"+10.6
";"034
";2019-05-22 10:14:09
"+28.0
";"-06.7
";"-11.5
";"-00.6
";"-05.4
";"+10.6
";"034
";2019-05-22 10:14:19
